Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†, flag","Shiga toxin-producing Escherichia coli, Current week","Shiga toxin-producing Escherichia coli, Current week, flag","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli, Cum 2019†","Shiga toxin-producing Escherichia coli, Cum 2019†, flag","Shiga toxin-producing Escherichia coli, Cum 2018†","Shiga toxin-producing Escherichia coli, Cum 2018†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2019†","Shigellosis, Cum 2019†, flag","Shigellosis, Cum 2018†","Shigellosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MICHIGAN,2019,25,,-,0,,,-,,-,,-,14,,100,,107,,,-,13,,77,,71,,"MICHIGAN
(44.874798, -85.730977)",,20192517
OHIO,2019,25,,-,0,,,-,,-,23,,30,,198,,231,,13,,22,,239,,263,,"OHIO
(40.415534, -82.70936)",,20192518
WISCONSIN,2019,25,,-,0,,,-,,-,1,,29,,171,,226,,3,,8,,65,,76,,"WISCONSIN
(44.639954, -89.732969)",,20192519
WEST NORTH CENTRAL,2019,25,,-,0,,,-,,-,17,,104,,518,,945,,2,,25,,130,,483,,,WEST NORTH CENTRAL,20192520
IOWA,2019,25,,-,0,,,-,,-,2,,38,,170,,208,,1,,7,,29,,45,,"IOWA
(42.074659, -93.500061)",,20192521
KANSAS,2019,25,,-,0,,,-,,-,,-,14,,81,,104,,,-,10,,20,,72,,"KANSAS
(38.484729, -98.38018)",,20192522
MINNESOTA,2019,25,,-,0,,,-,,-,,-,29,,,-,253,,,-,11,,,-,102,,"MINNESOTA
(46.349153, -94.198308)",,20192523
MISSOURI,2019,25,,-,0,,,-,,-,10,,18,,162,,148,,1,,14,,47,,221,,"MISSOURI
(38.3675, -92.477244)",,20192524
NEBRASKA,2019,25,,-,0,,,-,,-,5,,12,,66,,88,,,-,5,,24,,25,,"NEBRASKA
(41.527099, -99.810595)",,20192525
NORTH DAKOTA,2019,25,,-,0,,,-,,-,,-,5,,12,,34,,,-,2,,5,,3,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192526
SOUTH DAKOTA,2019,25,,-,0,,,-,,-,,-,17,,27,,110,,,-,3,,5,,15,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192527
SOUTH ATLANTIC,2019,25,,-,0,,,-,,-,10,,97,,757,,960,,7,,85,,1107,,1417,,,SOUTH ATLANTIC,20192528
DELAWARE,2019,25,,-,0,,,-,,-,,-,3,,11,,4,,,-,3,,10,,11,,"DELAWARE
(38.994926, -75.452394)",,20192529
DISTRICT OF COLUMBIA,2019,25,,-,0,,,-,,-,,-,3,,5,,10,,,-,7,,28,,41,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192530
FLORIDA,2019,25,,-,0,,,-,,-,,-,34,,307,,375,,,-,53,,611,,683,,"FLORIDA
(28.260731, -82.420978)",,20192531
GEORGIA,2019,25,,-,0,,,-,,-,,-,11,,59,,70,,3,,15,,115,,194,,"GEORGIA
(32.638481, -83.426574)",,20192532
MARYLAND,2019,25,,-,0,,,-,,-,3,,12,,85,,98,,1,,11,,96,,84,,"MARYLAND
(38.946466, -76.687282)",,20192533
NORTH CAROLINA,2019,25,,-,0,,,-,,-,,-,20,,107,,165,,,-,13,,118,,122,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192534
SOUTH CAROLINA,2019,25,,-,0,,,-,,-,2,,6,,46,,70,,,-,8,,35,,187,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192535
VIRGINIA,2019,25,,-,0,,,-,,-,5,,17,,131,,138,,3,,14,,93,,87,,"VIRGINIA
(37.510861, -78.666382)",,20192536
WEST VIRGINIA,2019,25,,-,0,,,-,,-,,-,6,,6,,30,,,-,2,,1,,8,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192537
EAST SOUTH CENTRAL,2019,25,,-,0,,,-,,-,7,,52,,350,,319,,2,,32,,269,,361,,,EAST SOUTH CENTRAL,20192538
ALABAMA,2019,25,,-,0,,,-,,-,1,,8,,54,,44,,2,,12,,114,,123,,"ALABAMA
(32.756889, -86.844516)",,20192539
KENTUCKY,2019,25,,-,0,,,-,,-,4,,25,,106,,56,,,-,5,,28,,41,,"KENTUCKY
(37.526683, -85.290484)",,20192540
MISSISSIPPI,2019,25,,-,0,,,-,,-,,-,7,,18,,52,,,-,13,,65,,104,,"MISSISSIPPI
(32.713378, -89.65344)",,20192541
TENNESSEE,2019,25,,-,0,,,-,,-,2,,25,,172,,167,,,-,10,,62,,93,,"TENNESSEE
(35.842998, -86.343226)",,20192542
WEST SOUTH CENTRAL,2019,25,,-,0,,,-,,-,6,,202,,493,,634,,48,,98,,941,,630,,,WEST SOUTH CENTRAL,20192543
ARKANSAS,2019,25,,-,0,,,-,,-,4,,10,,55,,49,,14,,12,,101,,69,,"ARKANSAS
(34.899825, -92.439162)",,20192544
LOUISIANA,2019,25,,-,0,,,-,,-,,-,18,,17,,45,,2,,15,,91,,105,,"LOUISIANA
(30.921314, -91.840238)",,20192545
OKLAHOMA,2019,25,,-,0,,,-,,-,2,,109,,40,,55,,2,,16,,38,,30,,"OKLAHOMA
(35.583449, -97.508297)",,20192546
TEXAS,2019,25,,-,0,,,-,,-,,-,89,,381,,485,,30,,68,,711,,426,,"TEXAS
(31.447238, -99.317341)",,20192547
MOUNTAIN,2019,25,,-,0,,,-,,-,14,,61,,499,,590,,8,,39,,319,,392,,,MOUNTAIN,20192548
ARIZONA,2019,25,,-,0,,,-,,-,2,,10,,103,,141,,5,,21,,127,,174,,"ARIZONA
(34.293239, -111.664616)",,20192549
COLORADO,2019,25,,-,0,,,-,,-,5,,19,,182,,175,,3,,14,,108,,101,,"COLORADO
(38.998552, -105.547832)",,20192550
IDAHO,2019,25,,-,0,,,-,,-,5,,12,,78,,67,,,-,5,,13,,17,,"IDAHO
(44.389073, -114.659366)",,20192551
MONTANA,2019,25,,-,0,,,-,,-,,-,8,,25,,53,,,-,2,,4,,5,,"MONTANA
(47.033521, -109.645127)",,20192552
NEVADA,2019,25,,-,0,,,-,,-,,-,4,,10,,16,,,-,5,,16,,45,,"NEVADA
(39.283294, -114.916992)",,20192553
NEW MEXICO,2019,25,,-,0,,,-,,-,1,,7,,31,,46,,,-,5,,30,,25,,"NEW MEXICO
(34.421369, -106.108388)",,20192554
UTAH,2019,25,,-,0,,,-,,-,1,,13,,54,,80,,,-,6,,21,,24,,"UTAH
(39.323779, -111.678222)",,20192555
WYOMING,2019,25,,-,0,,,-,,-,,-,6,,16,,12,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20192556
PACIFIC,2019,25,,-,0,,,-,,-,12,,576,,867,,1048,,13,,485,,1414,,1427,,,PACIFIC,20192557
ALASKA,2019,25,,-,0,,,-,,-,,-,2,,2,,17,,,-,1,,3,,5,,"ALASKA
(63.631126, -151.631889)",,20192558
CALIFORNIA,2019,25,,-,0,,,-,,-,10,,86,,596,,888,,7,,115,,1158,,1262,,"CALIFORNIA
(37.211164, -119.662127)",,20192559
HAWAII,2019,25,,-,0,,,-,,-,,-,2,,3,,4,,,-,35,,40,,86,,"HAWAII
(21.361013, -157.854309)",,20192560
OREGON,2019,25,,-,0,,,-,,-,2,,15,,121,,139,,3,,67,,89,,74,,"OREGON
(43.940449, -120.605279)",,20192561
WASHINGTON,2019,25,,-,0,,,-,,-,,-,540,,145,,,-,3,,419,,124,,,-,"WASHINGTON
(47.411715, -120.592492)",,20192562
US TERRITORIES,2019,25,,-,0,,,-,,-,,-,2,,,-,2,,,-,1,,,-,7,,,US TERRITORIES,20192563
AMERICAN SAMOA,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192564
NORTHERN MARIANA ISLANDS,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192565
GUAM,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192566
PUERTO RICO,2019,25,,-,0,,,-,,-,,-,2,,,-,2,,,-,1,,,-,7,,"PUERTO RICO
(18.215692, -66.414655)",,20192567
U.S. VIRGIN ISLANDS,2019,25,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192568
NON-US RESIDENTS,2019,25,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,1,,,NP,,NON-US RESIDENTS,20192569
TOTAL,2019,25,,-,0,,,-,,-,106,,911,,4840,,6130,,123,,771,,5865,,6369,,,TOTAL,20192570
US RESIDENTS,2019,26,,-,0,,,-,,-,112,,910,,5125,,6600,,97,,770,,6132,,6682,,,US RESIDENTS,20192601
NEW ENGLAND,2019,26,,-,0,,,-,,-,1,,19,,161,,202,,3,,55,,199,,130,,,NEW ENGLAND,20192602
CONNECTICUT,2019,26,,-,0,,,-,,-,,-,7,,53,,58,,1,,6,,47,,36,,"CONNECTICUT
(41.575155, -72.738288)",,20192603
MAINE,2019,26,,-,0,,,-,,-,,-,3,,9,,21,,,-,1,,8,,3,,"MAINE
(45.117911, -69.06137)",,20192604
MASSACHUSETTS,2019,26,,-,0,,,-,,-,,-,9,,46,,67,,2,,11,,93,,67,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192605
NEW HAMPSHIRE,2019,26,,-,0,,,-,,-,,-,5,,11,,17,,,-,2,,8,,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192606
RHODE ISLAND,2019,26,,-,0,,,-,,-,,-,4,,24,,19,,,-,5,,39,,17,,"RHODE ISLAND
(41.572574, -71.534637)",,20192607
VERMONT,2019,26,,-,0,,,-,,-,1,,3,,18,,20,,,-,43,,4,,6,,"VERMONT
(44.075252, -72.662695)",,20192608
MIDDLE ATLANTIC,2019,26,,-,0,,,-,,-,24,,55,,635,,595,,23,,86,,1012,,906,,,MIDDLE ATLANTIC,20192609
NEW JERSEY,2019,26,,-,0,,,-,,-,,-,12,,8,,77,,1,,41,,283,,276,,"NEW JERSEY
(40.110253, -74.655514)",,20192610
NEW YORK,2019,26,,-,0,,,-,,-,16,,18,,217,,140,,4,,27,,127,,181,,"NEW YORK
(42.921241, -75.59655)",,20192611
NEW YORK CITY,2019,26,,-,0,,,-,,-,,-,20,,292,,190,,17,,43,,489,,364,,,NEW YORK CITY,20192612
PENNSYLVANIA,2019,26,,-,0,,,-,,-,8,,22,,118,,188,,1,,12,,113,,85,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192613
EAST NORTH CENTRAL,2019,26,,-,0,,,-,,-,19,,86,,655,,936,,4,,49,,546,,684,,,EAST NORTH CENTRAL,20192614
ILLINOIS,2019,26,,-,0,,,-,,-,,-,24,,157,,234,,,-,21,,160,,192,,"ILLINOIS
(40.124144, -89.148632)",,20192615
INDIANA,2019,26,,-,0,,,-,,-,,-,13,,,-,104,,,-,9,,,-,72,,"INDIANA
(39.919991, -86.2818)",,20192616
MICHIGAN,2019,26,,-,0,,,-,,-,,-,14,,104,,116,,,-,13,,78,,72,,"MICHIGAN
(44.874798, -85.730977)",,20192617
OHIO,2019,26,,-,0,,,-,,-,14,,30,,212,,246,,3,,22,,241,,270,,"OHIO
(40.415534, -82.70936)",,20192618
WISCONSIN,2019,26,,-,0,,,-,,-,5,,29,,182,,236,,1,,8,,67,,78,,"WISCONSIN
(44.639954, -89.732969)",,20192619
WEST NORTH CENTRAL,2019,26,,-,0,,,-,,-,21,,104,,575,,1027,,5,,25,,140,,508,,,WEST NORTH CENTRAL,20192620
IOWA,2019,26,,-,0,,,-,,-,5,,38,,201,,233,,1,,7,,34,,47,,"IOWA
(42.074659, -93.500061)",,20192621
KANSAS,2019,26,,-,0,,,-,,-,,-,14,,81,,115,,,-,10,,19,,73,,"KANSAS
(38.484729, -98.38018)",,20192622
MINNESOTA,2019,26,,-,0,,,-,,-,,-,27,,,-,266,,,-,11,,,-,107,,"MINNESOTA
(46.349153, -94.198308)",,20192623
MISSOURI,2019,26,,-,0,,,-,,-,12,,18,,182,,163,,3,,14,,51,,235,,"MISSOURI
(38.3675, -92.477244)",,20192624
NEBRASKA,2019,26,,-,0,,,-,,-,4,,12,,72,,94,,1,,5,,25,,27,,"NEBRASKA
(41.527099, -99.810595)",,20192625
NORTH DAKOTA,2019,26,,-,0,,,-,,-,,-,5,,12,,39,,,-,2,,5,,3,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192626
SOUTH DAKOTA,2019,26,,-,0,,,-,,-,,-,13,,27,,117,,,-,3,,6,,16,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192627
SOUTH ATLANTIC,2019,26,,-,0,,,-,,-,5,,97,,780,,1027,,6,,85,,1131,,1469,,,SOUTH ATLANTIC,20192628
DELAWARE,2019,26,,-,0,,,-,,-,,-,3,,11,,4,,1,,3,,13,,11,,"DELAWARE
(38.994926, -75.452394)",,20192629
DISTRICT OF COLUMBIA,2019,26,,-,0,,,-,,-,,-,3,,5,,12,,,-,7,,28,,43,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192630
FLORIDA,2019,26,,-,0,,,-,,-,,-,34,,307,,399,,,-,53,,611,,695,,"FLORIDA
(28.260731, -82.420978)",,20192631
GEORGIA,2019,26,,-,0,,,-,,-,,-,13,,67,,73,,,-,15,,125,,204,,"GEORGIA
(32.638481, -83.426574)",,20192632
MARYLAND,2019,26,,-,0,,,-,,-,,-,10,,88,,106,,2,,11,,100,,91,,"MARYLAND
(38.946466, -76.687282)",,20192633
NORTH CAROLINA,2019,26,,-,0,,,-,,-,,-,20,,111,,175,,,-,13,,120,,127,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192634
SOUTH CAROLINA,2019,26,,-,0,,,-,,-,1,,6,,47,,73,,1,,8,,38,,189,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192635
VIRGINIA,2019,26,,-,0,,,-,,-,4,,17,,138,,151,,2,,14,,95,,101,,"VIRGINIA
(37.510861, -78.666382)",,20192636
WEST VIRGINIA,2019,26,,-,0,,,-,,-,,-,6,,6,,34,,,-,2,,1,,8,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192637
EAST SOUTH CENTRAL,2019,26,,-,0,,,-,,-,,-,52,,358,,345,,1,,32,,277,,376,,,EAST SOUTH CENTRAL,20192638
ALABAMA,2019,26,,-,0,,,-,,-,,-,8,,54,,49,,1,,12,,116,,129,,"ALABAMA
(32.756889, -86.844516)",,20192639
KENTUCKY,2019,26,,-,0,,,-,,-,,-,25,,109,,60,,,-,5,,28,,41,,"KENTUCKY
(37.526683, -85.290484)",,20192640
MISSISSIPPI,2019,26,,-,0,,,-,,-,,-,7,,18,,54,,,-,13,,65,,109,,"MISSISSIPPI
(32.713378, -89.65344)",,20192641
TENNESSEE,2019,26,,-,0,,,-,,-,,-,25,,177,,182,,,-,10,,68,,97,,"TENNESSEE
(35.842998, -86.343226)",,20192642
WEST SOUTH CENTRAL,2019,26,,-,0,,,-,,-,13,,202,,526,,724,,38,,98,,1016,,672,,,WEST SOUTH CENTRAL,20192643
ARKANSAS,2019,26,,-,0,,,-,,-,3,,10,,60,,52,,5,,14,,105,,73,,"ARKANSAS
(34.899825, -92.439162)",,20192644
LOUISIANA,2019,26,,-,0,,,-,,-,,-,18,,17,,45,,8,,15,,100,,108,,"LOUISIANA
(30.921314, -91.840238)",,20192645
OKLAHOMA,2019,26,,-,0,,,-,,-,10,,109,,50,,92,,2,,16,,40,,31,,"OKLAHOMA
(35.583449, -97.508297)",,20192646
TEXAS,2019,26,,-,0,,,-,,-,,-,89,,399,,535,,23,,68,,771,,460,,"TEXAS
(31.447238, -99.317341)",,20192647
MOUNTAIN,2019,26,,-,0,,,-,,-,19,,61,,526,,636,,6,,39,,332,,412,,,MOUNTAIN,20192648
ARIZONA,2019,26,,-,0,,,-,,-,5,,10,,109,,147,,3,,21,,134,,183,,"ARIZONA
(34.293239, -111.664616)",,20192649
COLORADO,2019,26,,-,0,,,-,,-,7,,19,,193,,186,,2,,14,,112,,107,,"COLORADO
(38.998552, -105.547832)",,20192650
IDAHO,2019,26,,-,0,,,-,,-,7,,12,,85,,73,,,-,5,,12,,18,,"IDAHO
(44.389073, -114.659366)",,20192651
MONTANA,2019,26,,-,0,,,-,,-,,-,8,,26,,58,,,-,2,,4,,5,,"MONTANA
(47.033521, -109.645127)",,20192652
NEVADA,2019,26,,-,0,,,-,,-,,-,4,,10,,17,,,-,5,,16,,47,,"NEVADA
(39.283294, -114.916992)",,20192653
NEW MEXICO,2019,26,,-,0,,,-,,-,,-,7,,32,,52,,1,,5,,33,,26,,"NEW MEXICO
(34.421369, -106.108388)",,20192654
UTAH,2019,26,,-,0,,,-,,-,,-,13,,55,,89,,,-,6,,21,,25,,"UTAH
(39.323779, -111.678222)",,20192655
WYOMING,2019,26,,-,0,,,-,,-,,-,6,,16,,14,,,-,1,,,-,1,,"WYOMING
(42.999627, -107.55145)",,20192656
PACIFIC,2019,26,,-,0,,,-,,-,10,,575,,909,,1108,,11,,484,,1479,,1525,,,PACIFIC,20192657
ALASKA,2019,26,,-,0,,,-,,-,,-,2,,2,,17,,,-,1,,3,,4,,"ALASKA
(63.631126, -151.631889)",,20192658
CALIFORNIA,2019,26,,-,0,,,-,,-,10,,86,,628,,936,,6,,118,,1208,,1355,,"CALIFORNIA
(37.211164, -119.662127)",,20192659
HAWAII,2019,26,,-,0,,,-,,-,,-,2,,4,,5,,,-,35,,43,,89,,"HAWAII
(21.361013, -157.854309)",,20192660
OREGON,2019,26,,-,0,,,-,,-,,-,15,,126,,150,,1,,67,,91,,77,,"OREGON
(43.940449, -120.605279)",,20192661
WASHINGTON,2019,26,,-,0,,,-,,-,,-,540,,149,,,-,4,,419,,134,,,-,"WASHINGTON
(47.411715, -120.592492)",,20192662
US TERRITORIES,2019,26,,-,0,,,-,,-,,-,2,,,-,2,,,-,1,,,-,7,,,US TERRITORIES,20192663
AMERICAN SAMOA,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192664
NORTHERN MARIANA ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192665
GUAM,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192666
PUERTO RICO,2019,26,,-,0,,,-,,-,,-,2,,,-,2,,,-,1,,,-,7,,"PUERTO RICO
(18.215692, -66.414655)",,20192667
U.S. VIRGIN ISLANDS,2019,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192668
NON-US RESIDENTS,2019,26,,-,,NC,,-,,NP,,-,,NC,,-,,NP,1,,,NC,2,,,NP,,NON-US RESIDENTS,20192669
TOTAL,2019,26,,-,0,,,-,,-,112,,910,,5125,,6602,,98,,770,,6134,,6689,,,TOTAL,20192670
US RESIDENTS,2019,27,,-,0,,,-,,-,101,,910,,5434,,7012,,89,,771,,6370,,7029,,,US RESIDENTS,20192701
NEW ENGLAND,2019,27,,-,0,,,-,,-,,-,19,,169,,216,,1,,55,,204,,141,,,NEW ENGLAND,20192702
CONNECTICUT,2019,27,,-,0,,,-,,-,,-,7,,60,,60,,1,,6,,50,,37,,"CONNECTICUT
(41.575155, -72.738288)",,20192703
MAINE,2019,27,,-,0,,,-,,-,,-,3,,9,,24,,,-,1,,8,,4,,"MAINE
(45.117911, -69.06137)",,20192704
MASSACHUSETTS,2019,27,,-,0,,,-,,-,,-,9,,46,,73,,,-,11,,93,,73,,"MASSACHUSETTS
(42.151077, -71.481104)",,20192705
NEW HAMPSHIRE,2019,27,,-,0,,,-,,-,,-,5,,11,,20,,,-,2,,10,,2,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192706
RHODE ISLAND,2019,27,,-,0,,,-,,-,,-,4,,25,,19,,,-,5,,39,,19,,"RHODE ISLAND
(41.572574, -71.534637)",,20192707
VERMONT,2019,27,,-,0,,,-,,-,,-,3,,18,,20,,,-,43,,4,,6,,"VERMONT
(44.075252, -72.662695)",,20192708
MIDDLE ATLANTIC,2019,27,,-,0,,,-,,-,11,,55,,689,,628,,19,,86,,1032,,953,,,MIDDLE ATLANTIC,20192709
NEW JERSEY,2019,27,,-,0,,,-,,-,,-,12,,8,,82,,,-,41,,284,,288,,"NEW JERSEY
(40.110253, -74.655514)",,20192710
NEW YORK,2019,27,,-,0,,,-,,-,8,,18,,225,,146,,4,,27,,131,,192,,"NEW YORK
(42.921241, -75.59655)",,20192711
NEW YORK CITY,2019,27,,-,0,,,-,,-,,-,20,,330,,200,,12,,43,,500,,385,,,NEW YORK CITY,20192712
PENNSYLVANIA,2019,27,,-,0,,,-,,-,3,,22,,126,,200,,3,,12,,117,,88,,"PENNSYLVANIA
(40.896694, -77.838886)",,20192713
EAST NORTH CENTRAL,2019,27,,-,0,,,-,,-,29,,86,,697,,994,,12,,49,,561,,720,,,EAST NORTH CENTRAL,20192714
ILLINOIS,2019,27,,-,0,,,-,,-,,-,17,,168,,251,,,-,21,,160,,201,,"ILLINOIS
(40.124144, -89.148632)",,20192715
INDIANA,2019,27,,-,0,,,-,,-,,-,12,,,-,110,,,-,9,,,-,80,,"INDIANA
(39.919991, -86.2818)",,20192716
MICHIGAN,2019,27,,-,0,,,-,,-,,-,14,,106,,129,,,-,13,,81,,77,,"MICHIGAN
(44.874798, -85.730977)",,20192717
OHIO,2019,27,,-,0,,,-,,-,29,,30,,241,,255,,11,,22,,252,,279,,"OHIO
(40.415534, -82.70936)",,20192718
WISCONSIN,2019,27,,-,0,,,-,,-,,-,29,,182,,249,,1,,8,,68,,83,,"WISCONSIN
(44.639954, -89.732969)",,20192719
WEST NORTH CENTRAL,2019,27,,-,0,,,-,,-,14,,104,,612,,1113,,2,,21,,145,,526,,,WEST NORTH CENTRAL,20192720
IOWA,2019,27,,-,0,,,-,,-,4,,38,,220,,271,,,-,7,,35,,49,,"IOWA
(42.074659, -93.500061)",,20192721
KANSAS,2019,27,,-,0,,,-,,-,,-,14,,81,,119,,,-,10,,19,,77,,"KANSAS
(38.484729, -98.38018)",,20192722
MINNESOTA,2019,27,,-,0,,,-,,-,,-,27,,,-,282,,,-,11,,,-,112,,"MINNESOTA
(46.349153, -94.198308)",,20192723
MISSOURI,2019,27,,-,0,,,-,,-,4,,18,,188,,171,,1,,7,,52,,240,,"MISSOURI
(38.3675, -92.477244)",,20192724
NEBRASKA,2019,27,,-,0,,,-,,-,6,,12,,81,,104,,1,,5,,28,,28,,"NEBRASKA
(41.527099, -99.810595)",,20192725
NORTH DAKOTA,2019,27,,-,0,,,-,,-,,-,5,,12,,44,,,-,2,,5,,3,,"NORTH DAKOTA
(47.446305, -100.46931)",,20192726
SOUTH DAKOTA,2019,27,,-,0,,,-,,-,,-,13,,30,,122,,,-,3,,6,,17,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20192727
SOUTH ATLANTIC,2019,27,,-,0,,,-,,-,6,,97,,814,,1075,,5,,85,,1165,,1567,,,SOUTH ATLANTIC,20192728
DELAWARE,2019,27,,-,0,,,-,,-,,-,3,,11,,5,,,-,3,,13,,11,,"DELAWARE
(38.994926, -75.452394)",,20192729
DISTRICT OF COLUMBIA,2019,27,,-,0,,,-,,-,,-,3,,5,,13,,,-,7,,28,,47,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192730
FLORIDA,2019,27,,-,0,,,-,,-,,-,34,,307,,412,,,-,53,,611,,763,,"FLORIDA
(28.260731, -82.420978)",,20192731
GEORGIA,2019,27,,-,0,,,-,,-,,-,13,,80,,79,,,-,15,,141,,209,,"GEORGIA
(32.638481, -83.426574)",,20192732
MARYLAND,2019,27,,-,0,,,-,,-,,-,10,,89,,108,,2,,11,,101,,96,,"MARYLAND
(38.946466, -76.687282)",,20192733
NORTH CAROLINA,2019,27,,-,0,,,-,,-,,-,20,,120,,185,,,-,13,,128,,134,,"NORTH CAROLINA
(35.52603, -79.130883)",,20192734
SOUTH CAROLINA,2019,27,,-,0,,,-,,-,3,,6,,53,,77,,1,,8,,41,,190,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192735
VIRGINIA,2019,27,,-,0,,,-,,-,3,,17,,143,,158,,2,,14,,101,,107,,"VIRGINIA
(37.510861, -78.666382)",,20192736
WEST VIRGINIA,2019,27,,-,0,,,-,,-,,-,6,,6,,38,,,-,2,,1,,10,,"WEST VIRGINIA
(38.642579, -80.613729)",,20192737
EAST SOUTH CENTRAL,2019,27,,-,0,,,-,,-,1,,52,,368,,368,,1,,32,,291,,395,,,EAST SOUTH CENTRAL,20192738
ALABAMA,2019,27,,-,0,,,-,,-,1,,8,,56,,55,,1,,12,,122,,139,,"ALABAMA
(32.756889, -86.844516)",,20192739
KENTUCKY,2019,27,,-,0,,,-,,-,,-,25,,109,,63,,,-,5,,30,,42,,"KENTUCKY
(37.526683, -85.290484)",,20192740
MISSISSIPPI,2019,27,,-,0,,,-,,-,,-,7,,26,,57,,,-,13,,70,,115,,"MISSISSIPPI
(32.713378, -89.65344)",,20192741
TENNESSEE,2019,27,,-,0,,,-,,-,,-,25,,177,,193,,,-,10,,69,,99,,"TENNESSEE
(35.842998, -86.343226)",,20192742
WEST SOUTH CENTRAL,2019,27,,-,0,,,-,,-,9,,202,,537,,759,,27,,98,,1070,,704,,,WEST SOUTH CENTRAL,20192743
ARKANSAS,2019,27,,-,0,,,-,,-,4,,10,,66,,58,,9,,14,,114,,81,,"ARKANSAS
(34.899825, -92.439162)",,20192744
LOUISIANA,2019,27,,-,0,,,-,,-,1,,18,,18,,49,,3,,16,,105,,111,,"LOUISIANA
(30.921314, -91.840238)",,20192745
OKLAHOMA,2019,27,,-,0,,,-,,-,4,,109,,54,,99,,,-,16,,40,,34,,"OKLAHOMA
(35.583449, -97.508297)",,20192746
TEXAS,2019,27,,-,0,,,-,,-,,-,89,,399,,553,,15,,68,,811,,478,,"TEXAS
(31.447238, -99.317341)",,20192747
MOUNTAIN,2019,27,,-,0,,,-,,-,19,,61,,576,,671,,9,,39,,351,,422,,,MOUNTAIN,20192748
ARIZONA,2019,27,,-,0,,,-,,-,3,,10,,115,,154,,2,,21,,139,,189,,"ARIZONA
(34.293239, -111.664616)",,20192749
COLORADO,2019,27,,-,0,,,-,,-,9,,19,,209,,200,,7,,14,,124,,107,,"COLORADO
(38.998552, -105.547832)",,20192750
IDAHO,2019,27,,-,0,,,-,,-,5,,12,,91,,76,,,-,5,,12,,18,,"IDAHO
(44.389073, -114.659366)",,20192751
MONTANA,2019,27,,-,0,,,-,,-,,-,8,,26,,58,,,-,2,,4,,5,,"MONTANA
(47.033521, -109.645127)",,20192752
NEVADA,2019,27,,-,0,,,-,,-,,-,4,,12,,17,,,-,5,,16,,48,,"NEVADA
(39.283294, -114.916992)",,20192753
